流水號;授課對象;課號;班次;課程名稱查看課程大綱，請點選課程名稱;簡介影片;學分;課程識別碼;全/半年;必/選修;授課教師;加選方式;時間教室;總人數;選課限制條件;備註;課程網頁;本學期我預計要選的課程
;化工系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;材料系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;醫工系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;職治系;Common1011;;國文領域;;3.0;000 10110;半年;必帶;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;人類系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;歷史系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;牙醫系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;地理系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;政治系國關組;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;社會系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;政治系政論組;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;醫技系;Common1011;;國文領域;;3.0;000 10110;半年;必帶;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;工科海洋系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;藥學系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;數學系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;護理系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;大氣系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;心理系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;社工系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;圖資系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;法律系法學組;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;工管系企管組;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;資工系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;電機系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;物治系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;醫學系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;外文系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;政治系公行組;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;日文系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;哲學系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;地質系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;公衛系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;生科系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;財金系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;獸醫系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;園藝系;Common1011;;國文領域;;3.0;000 10110;半年;必帶;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;生傳發展系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;工管系科管組;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;農化系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;農經系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;農藝系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;生工系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;戲劇系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;動科系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;物理系;Common1011;;國文領域;;3.0;000 10110;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修國文領域課程時間表。;;
;機械系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表，請避免全年課程與大一下普通化學實驗衝堂。;;
;物理系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;動科系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;物治系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;生工系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;農經系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;工管系科管組;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;參閱外文領域課程時間表。;;
;生傳發展系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;園藝系;Common1009;;外文領域上;;3.0;000 20001;全年;必帶;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;獸醫系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;45;本校修課人數上限：45人;參閱外文領域課程時間表;;
;財金系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表。;;
;電機系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表,修習英文領域者,加選週二8，9，10班次。;;
;哲學系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;化工系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;資工系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;生科系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;請參閱外文領域分班編組課程時間表。與英文領域擇一修習。;;
;法律系法學組;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;社工系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;大氣系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;圖資系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;請參閱外文領域時間表;;
;數學系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;工科海洋系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修領域課表;;
;醫技系;Common1009;;外文領域上;;3.0;000 20001;全年;必帶;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;社會系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;45;本校修課人數上限：45人;請參閱共同必修時間表。;;
;地理系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;參閱外文領域課程時間表;;
;歷史系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;人類系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;醫工系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;土木系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;國企系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表與相關規定;;
;生物機電系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;森林環資系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;1;本校修課人數上限：1人;參閱外文領域課程時間表。;;
;法律系司法組;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;工管系企管組;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;參閱外文領域課程時間表。;;
;法律系財法組;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;生技系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表,與英文領域擇一修習,外文領域可跨院選修。;;
;中文系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;昆蟲系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;會計系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;經濟系;Common1009;;外文領域上;;3.0;000 20001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;化學系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;生技系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表, 與外文領域擇一修習。;;
;資管系;Common1003;;英文領域上;;3.0;000 30001;全年;必帶;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表。;;
;生科系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;35;本校修課人數上限：35人;請參閱英文領域分班編組課程時間表。與外文領域擇一修習。;;
;植微系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;牙醫系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表。;;
;政治系國關組;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修英文領域課程時間表。;;
;政治系政論組;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修英文領域課程時間表。;;
;社會系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;請參閱共同必修時間表。;;
;職治系;Common1003;;英文領域上;;3.0;000 30001;全年;必帶;;;;100;本校修課人數上限：100人;參閱英文領域課程時間表;;
;藥學系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修領域課表週一雙週上課。;;
;圖資系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;政治系公行組;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修英文領域課程時間表。;;
;護理系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;心理系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;社工系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;醫學系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修英文領域課程時間表。;;
;公衛系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;日文系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;40;本校修課人數上限：40人;參閱共同必修課程時間表;;
;地質系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;農化系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;35;本校修課人數上限：35人;參閱共同必修課程時間表。僑、外生選修星期二789堂之課程;;
;農藝系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;35;本校修課人數上限：35人;參閱共同必修課程時間表;;
;戲劇系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;材料系;Common1003;;英文領域上;;3.0;000 30001;全年;必修;;;;50;本校修課人數上限：50人;上課時間二@56或二56四2,依學號單雙號分班並由註冊組預先帶入班次.與社科院併班上課.;;
;經濟系;PE1004;;專項運動學群;;1.0;002 10040;半年;必修;;;;60;本校修課人數上限：60人;參閱體育課程時間表。;;
97001;;PE1003;24;健康體適能;;1.0;002 50010;半年;必帶;連玉輝;2;一6,7(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。4060護理系一合。;;
97002;;PE1003;40;健康體適能;;1.0;002 50010;半年;必帶;簡坤鐘;2;三1,2(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。1090戲劇系一合。;;
97003;;PE1003;42;健康體適能;;1.0;002 50010;半年;必帶;蔡秀華;2;二8,9(新生籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。2010數學系一合。;;
97004;;PE1003;44;健康體適能;;1.0;002 50010;半年;必帶;蔡秀華;2;四8,9(排球場);50;健康體適能 且 限學號末二位除３餘１,本校修課人數上限：50人;初選不開放。4010醫學系D合。;;
97005;;PE1003;45;健康體適能;;1.0;002 50010;半年;必帶;楊裕隆;2;二6,7(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。5050工科海洋系一合。;;
97006;;PE1003;47;健康體適能;;1.0;002 50010;半年;必帶;楊裕隆;2;三6,7(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。A011法律系法學組一合。;;
97007;;PE1003;51;健康體適能;;1.0;002 50010;半年;必帶;呂碧琴;2;一1,2(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。6020生工系一合。;;
97008;;PE1003;53;健康體適能;;1.0;002 50010;半年;必帶;呂碧琴;2;二1,2(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。2040地質系一合。;;
97009;;PE1003;61;健康體適能;;1.0;002 50010;半年;必帶;莊泰源;2;四1,2(田徑場);50;健康體適能 且 限學號雙號,本校修課人數上限：50人;初選不開放。7040國企系A合。;;
97010;;PE1003;62;健康體適能;;1.0;002 50010;半年;必帶;莊泰源;2;四3,4(田徑場);50;健康體適能 且 限學號末二位除３餘２,本校修課人數上限：50人;初選不開放。9020資工系E合。;;
97011;;PE1003;65;健康體適能;;1.0;002 50010;半年;必帶;林聯喜;2;二6,7(籃球F~I);50;健康體適能,本校修課人數上限：50人;初選不開放。8010公衛系一合。;;
97012;;PE1003;66;健康體適能;;1.0;002 50010;半年;必帶;林聯喜;2;二8,9(籃球F~I);50;健康體適能,本校修課人數上限：50人;初選不開放。3023政治系公行組一合。;;
97013;;PE1003;69;健康體適能;;1.0;002 50010;半年;必帶;胡林煥;2;一6,7(排球場);50;健康體適能,本校修課人數上限：50人;初選不開放。6010農藝系一合。;;
97014;;PE1003;70;健康體適能;;1.0;002 50010;半年;必帶;胡林煥;2;一8,9(排球場);50;健康體適能,本校修課人數上限：50人;初選不開放。1070日文系一合。;;
97015;;PE1003;77;健康體適能;;1.0;002 50010;半年;必帶;曾郁嫻;2;四1,2(中央籃球場);50;健康體適能 且 限學號單號,本校修課人數上限：50人;初選不開放。7040國企系B合。;;
97016;;PE1003;79;健康體適能;;1.0;002 50010;半年;必帶;曾郁嫻;2;三1,2(中央籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。5070材料系一合。;;
97017;;PE1003;83;健康體適能;;1.0;002 50010;半年;必帶;李文心;2;二8,9(人工草皮球場);50;健康體適能 且 限學號末二位被３整除,本校修課人數上限：50人;初選不開放。3030經濟系C合。;;
;經濟系;PE1003;83;健康體適能;;1.0;002 50010;半年;必帶;李文心;;(人工草皮球場);50;健康體適能 且 限學號末二位被３整除,本校修課人數上限：50人;初選不開放。3030經濟系C合。;;
97018;;PE1003;85;健康體適能;;1.0;002 50010;半年;必帶;李文心;2;三8,9(籃球F~I);50;健康體適能,本校修課人數上限：50人;初選不開放。4020牙醫系一合。;;
97019;;PE1003;86;健康體適能;;1.0;002 50010;半年;必帶;連家瑩;2;二1,2(中央籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。2020物理系一合。;;
97020;;PE1003;87;健康體適能;;1.0;002 50010;半年;必帶;連家瑩;2;二3,4(中央籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。7011工管系企管組一合。;;
97021;;PE1003;94;健康體適能;;1.0;002 50010;半年;必帶;呂宛蓁;2;三6,7(排球場);50;健康體適能,本校修課人數上限：50人;初選不開放。A012法律系司法組一合。;;
97022;;PE1003;95;健康體適能;;1.0;002 50010;半年;必帶;呂宛蓁;2;三8,9(排球場);50;健康體適能,本校修課人數上限：50人;初選不開放。3050社會系一合。;;
97023;;PE1003;96;健康體適能;;1.0;002 50010;半年;必帶;蘇玫尹;2;三6,7(中央籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。A013法律系財法組一合。;;
97024;;PE1003;97;健康體適能;;1.0;002 50010;半年;必帶;蘇玫尹;2;二3,4(人工草皮球場);50;健康體適能 且 限學號雙號,本校修課人數上限：50人;初選不開放。7030財金系A合。;;
97025;;PE1003;98;健康體適能;;1.0;002 50010;半年;必帶;蘇玫尹;2;三8,9(中央籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。6080園藝系一合。;;
97026;;PE1003;A4;健康體適能;;1.0;002 50010;半年;必帶;洪巧菱;2;三8,9(籃球A~E);50;健康體適能,本校修課人數上限：50人;初選不開放。6070農經系一合。;;
97027;;PE1003;A5;健康體適能;;1.0;002 50010;半年;必帶;洪巧菱;2;四6,7(人工草皮球場);50;健康體適能 且 限學號末二位被３整除,本校修課人數上限：50人;初選不開放。9010電機系C合。;;
97028;;PE1003;A6;健康體適能;;1.0;002 50010;半年;必帶;洪巧菱;2;四8,9(人工草皮球場);50;健康體適能 且 限學號末二位除３餘２,本校修課人數上限：50人;初選不開放。4010醫學系E合。;;
97029;;PE1003;A7;健康體適能;;1.0;002 50010;半年;必帶;趙曉涵;2;五6,7(中央籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。4030藥學系一合。;;
97030;;PE1003;A8;健康體適能;;1.0;002 50010;半年;必帶;趙曉涵;2;四6,7(中央籃球場);50;健康體適能 且 限學號單號,本校修課人數上限：50人;初選不開放。6050森林系B合。;;
97031;;PE1003;A9;健康體適能;;1.0;002 50010;半年;必帶;趙曉涵;2;四8,9(中央籃球場);50;健康體適能 且 限學號末二位被３整除,本校修課人數上限：50人;初選不開放。4010醫學系C合。;;
97032;;PE1003;B5;健康體適能;;1.0;002 50010;半年;必帶;林謙如;2;二8,9(舊游泳池前);50;健康體適能,本校修課人數上限：50人;初選不開放。2070心理系一合。;;
97033;;PE1003;B7;健康體適能;;1.0;002 50010;半年;必帶;林謙如;2;五6,7(人工草皮球場);50;健康體適能 且 限學號末二位除３餘２,本校修課人數上限：50人;初選不開放。5020機械系E合。;;
97034;;PE1003;B8;健康體適能;;1.0;002 50010;半年;必帶;林謙如;2;五8,9(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。2090大氣系一合。;;
97035;;PE1003;C2;健康體適能;;1.0;002 50010;半年;必帶;吳明翰;2;四1,2(人工草皮球場);50;健康體適能 且 限學號雙號,本校修課人數上限：50人;初選不開放。5040化工系A合。;;
97036;;PE1003;C3;健康體適能;;1.0;002 50010;半年;必帶;吳明翰;2;四3,4(人工草皮球場);50;健康體適能 且 限學號雙號,本校修課人數上限：50人;初選不開放。1010中文系A合+1011中文系國際班A合。;;
97037;;PE1003;C4;健康體適能;;1.0;002 50010;半年;必帶;吳明翰;2;五1,2(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。6030農化系一合。;;
97038;;PE1003;C5;健康體適能;;1.0;002 50010;半年;必帶;吳明翰;2;五3,4(人工草皮球場);50;健康體適能,本校修課人數上限：50人;初選不開放。1060圖資系一合。;;
97039;;PE1003;C6;健康體適能;;1.0;002 50010;半年;必帶;許君恆;2;二6,7(田徑場);50;健康體適能,本校修課人數上限：50人;初選不開放。7012工管系科管組一合。;;
97040;;PE1003;C7;健康體適能;;1.0;002 50010;半年;必帶;許君恆;2;二8,9(田徑場);50;健康體適能 且 限學號末二位除３餘２,本校修課人數上限：50人;初選不開放。3030經濟系E合。;;
;經濟系;PE1003;C7;健康體適能;;1.0;002 50010;半年;必帶;許君恆;;(田徑場);50;健康體適能 且 限學號末二位除３餘２,本校修課人數上限：50人;初選不開放。3030經濟系E合。;;
97041;;PE1003;C9;健康體適能;;1.0;002 50010;半年;必帶;許君恆;2;四6,7(籃球F~I);50;健康體適能 且 限學號雙號,本校修課人數上限：50人;初選不開放。6050森林系A合。;;
97042;;PE1003;D1;健康體適能;;1.0;002 50010;半年;必帶;許君恆;2;四8,9(籃球F~I);50;健康體適能 且 限學號雙號,本校修課人數上限：50人;初選不開放。1020外文系A合。;;
97043;;PE1003;D3;健康體適能;;1.0;002 50010;半年;必帶;陳逸杰;2;四3,4(新生籃球場);50;健康體適能 且 限學號單號,本校修課人數上限：50人;初選不開放。1010中文系B合+1011中文系國際班B合。;;
97044;;PE1003;D4;健康體適能;;1.0;002 50010;半年;必帶;陳逸杰;2;一3,4(排球場);50;健康體適能,本校修課人數上限：50人;初選不開放。4080物治系一合。;;
97045;;PE1003;D5;健康體適能;;1.0;002 50010;半年;必帶;陳逸杰;2;一1,2(排球場);50;健康體適能,本校修課人數上限：50人;初選不開放。7050資管系一合。;;
97046;;PE1003;D8;健康體適能;;1.0;002 50010;半年;必帶;陳逸杰;2;四1,2(新生籃球場);50;健康體適能,本校修課人數上限：50人;初選不開放。1030歷史系一合。;;
97047;;PE1003;F4;健康體適能;;1.0;002 50010;半年;必帶;逄廣華;2;三1,2(籃球A~E);50;健康體適能,本校修課人數上限：50人;初選不開放。6110生機系一合。;;
97048;;PE1003;F6;健康體適能;;1.0;002 50010;半年;必帶;施登堯;2;三1,2(籃球F~I);50;健康體適能,本校修課人數上限：50人;初選不開放。6090獸醫系一合。;;
97049;;PE1003;F7;健康體適能;;1.0;002 50010;半年;必帶;施登堯;2;三3,4(籃球F~I);50;健康體適能,本校修課人數上限：50人;初選不開放。1050人類系一合。;;
97050;;PE1003;F8;健康體適能;;1.0;002 50010;半年;必帶;王傑賢;2;二6,7(籃球A~E);50;健康體適能 且 限學號單號,本校修課人數上限：50人;初選不開放。7020會計系B合。;;
97051;;PE1003;F9;健康體適能;;1.0;002 50010;半年;必帶;王傑賢;2;二8,9(籃球A~E);50;健康體適能 且 限學號末二位除３餘１,本校修課人數上限：50人;初選不開放。3030經濟系D合。;;
